recorder_code,clip id,annotation_file,card,site,dropoff:Point_ID,audio_file,annotation,start_time,end_time,low_f,high_f,Delta Time (s),Delta Freq (Hz),Channel,Selection,Notes,View,Avg Power Density (dB FS/Hz)
M12-2564,327,20240502_130000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0327_MSD-4160_20240502_130000.WAV,RASI_E,16.335928784,17.021768482,251.987,1635.345,0.6858,1383.358,1,3,,Spectrogram 1,-50.34
M12-2564,327,20240502_130000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0327_MSD-4160_20240502_130000.WAV,RASI_E,18.767926782,19.613264083,195.419,2242.171,0.8453,2046.753,1,4,,Spectrogram 1,-48.08
M12-2564,327,20240502_130000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0327_MSD-4160_20240502_130000.WAV,RASI_E,21.295963806,21.750531978,298.27,848.528,0.4546,550.258,1,5,,Spectrogram 1,-64.06
M12-2564,327,20240502_130000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0327_MSD-4160_20240502_130000.WAV,RASI_A,23.427302587,24.033393483,293.128,1013.091,0.6061,719.963,1,6,,Spectrogram 1,-59.0
M12-2564,327,20240502_130000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0327_MSD-4160_20240502_130000.WAV,RASI_E,25.940959879,27.009593826,241.702,2365.594,1.0686,2123.892,1,7,,Spectrogram 1,-51.82
M12-2564,327,20240502_130000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0327_MSD-4160_20240502_130000.WAV,RASI_E,29.147696105,29.809611162,221.132,2278.169,0.6619,2057.038,1,8,,Spectrogram 1,-47.62
M12-2639,734,20240616_040000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0734_MSD-2357_20240616_040000.WAV,RASI_?,3.448903313,3.749998047,134.9,809.5,,,1,2,,Spectrogram 1,
M12-2639,734,20240616_040000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0734_MSD-2357_20240616_040000.WAV,RASI_?,1.259123432,1.560218165,173.5,828.8,,,1,1,,Spectrogram 1,
M12-2639,738,20240616_190000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0738_MSD-2357_20240616_190000.WAV,RASI_?,12.938997537,13.321698023,225.0,716.1,,,1,2,,Spectrogram 1,
M12-2639,738,20240616_190000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0738_MSD-2357_20240616_190000.WAV,RASI_?,15.188529658,15.655237566,266.0,797.9,,,1,3,,Spectrogram 1,
M12-2639,738,20240616_190000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0738_MSD-2357_20240616_190000.WAV,RASI_D,12.02239573,12.237081368,245.5,1084.3,,,1,1,,Spectrogram 1,
M12-2639,738,20240616_190000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0738_MSD-2357_20240616_190000.WAV,RASI_E,27.920505667,28.536560106,266.0,1125.2,,,1,6,,Spectrogram 1,
M12-2639,738,20240616_190000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0738_MSD-2357_20240616_190000.WAV,RASI_A,28.788582377,29.525980873,245.5,1125.2,,,1,7,,Spectrogram 1,
M12-2639,738,20240616_190000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0738_MSD-2357_20240616_190000.WAV,RASI_A,18.231465223,18.60483155,245.5,1166.2,,,1,4,,Spectrogram 1,
M12-2639,738,20240616_190000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0738_MSD-2357_20240616_190000.WAV,RASI_D,19.276890938,19.482242418,225.0,1329.8,,,1,5,,Spectrogram 1,
M12-2318,453,20240620_160000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0453_MSD-2334_20240620_160000.WAV,RASI_A,14.629941264,14.917036952,298.27,797.102,0.2871,498.832,1,1,,Spectrogram 1,-71.78
M12-2398,115,20240609_100000,MSD-4280,Dot Lake 12052,SINE0139,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0115_MSD-4280_20240609_100000.WAV,RASI_?,25.401287388,25.800632075,540.568,1113.898,0.3993,573.33,1,1,,Spectrogram 1,-64.78
M12-2398,115,20240609_100000,MSD-4280,Dot Lake 12052,SINE0139,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0115_MSD-4280_20240609_100000.WAV,u,26.82796086,27.573261906,393.14,1381.452,0.7453,988.311,1,2,,Spectrogram 1,-66.56
M12-2564,326,20240502_200000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0326_MSD-4160_20240502_200000.WAV,RASI_D,1.228131551,1.754473645,272.558,1059.375,0.5263,786.817,1,1,,Spectrogram 1,-63.96
M12-2564,326,20240502_200000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0326_MSD-4160_20240502_200000.WAV,u,6.794597932,7.057768979,215.989,802.245,0.2632,586.256,1,2,,Spectrogram 1,-67.94
M12-2564,326,20240502_200000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0326_MSD-4160_20240502_200000.WAV,RASI_E,20.139426835,20.809316772,318.841,1234.223,0.6699,915.382,1,3,,Spectrogram 1,-69.8
M12-2564,326,20240502_200000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0326_MSD-4160_20240502_200000.WAV,u,23.209755713,23.441027239,277.7,899.954,0.2313,622.254,1,4,,Spectrogram 1,-65.01
M12-2564,326,20240502_200000,MSD-4160,,SINE0167,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0326_MSD-4160_20240502_200000.WAV,u,26.787589105,27.090634553,354.839,935.952,0.303,581.113,1,5,,Spectrogram 1,-68.19
M12-2639,732,20240616_060000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0732_MSD-2357_20240616_060000.WAV,RASI_A,6.468974733,6.906930709,212.0,751.7,,,1,1,,Spectrogram 1,
M12-2639,732,20240616_060000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0732_MSD-2357_20240616_060000.WAV,RASI_A,9.361308993,9.644155561,212.0,886.6,,,1,2,,Spectrogram 1,
M12-2639,732,20240616_060000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0732_MSD-2357_20240616_060000.WAV,RASI_C,28.24105162,28.487401857,501.1,1272.1,,,1,8,,Spectrogram 1,
M12-2639,732,20240616_060000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0732_MSD-2357_20240616_060000.WAV,RASI_E,23.212966386,24.243987746,578.2,1349.2,,,1,7,,Spectrogram 1,
M12-2639,732,20240616_060000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0732_MSD-2357_20240616_060000.WAV,RASI_E,22.154572776,22.711141829,597.5,1445.5,,,1,6,,Spectrogram 1,
M12-2639,732,20240616_060000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0732_MSD-2357_20240616_060000.WAV,RASI_E,21.04143467,21.534135143,250.6,1464.8,,,1,5,,Spectrogram 1,
M12-2639,732,20240616_060000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0732_MSD-2357_20240616_060000.WAV,RASI_E,19.572457333,20.183770883,404.7,1484.1,,,1,3,,Spectrogram 1,
M12-2639,732,20240616_060000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0732_MSD-2357_20240616_060000.WAV,RASI_E,18.76041396,19.207494019,404.7,1503.4,,,1,4,,Spectrogram 1,
M12-2484,374,20240610_230000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0374_MSD-4197_20240610_230000.WAV,RASI_E,12.916615689,13.403083381,421.693,1054.232,0.4865,632.539,1,1,,Spectrogram 1,-68.1
M12-2484,374,20240610_230000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0374_MSD-4197_20240610_230000.WAV,RASI_E,14.184621641,14.575390771,493.689,1013.091,0.3908,519.402,1,2,,Spectrogram 1,-69.38
M12-2484,374,20240610_230000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0374_MSD-4197_20240610_230000.WAV,RASI_E,15.037933823,15.596175437,359.982,1069.66,0.5582,709.678,1,3,,Spectrogram 1,-68.51
M12-2484,374,20240610_230000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0374_MSD-4197_20240610_230000.WAV,RASI_?,16.51328666,16.91203067,262.272,1223.938,0.3987,961.665,1,4,,Spectrogram 1,-63.52
M12-2484,374,20240610_230000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0374_MSD-4197_20240610_230000.WAV,RASI_A,17.212349422,17.387796786,529.687,1311.362,0.1754,781.674,1,5,,Spectrogram 1,-69.17
M12-2484,374,20240610_230000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0374_MSD-4197_20240610_230000.WAV,RASI_A,18.025787202,18.384656811,447.406,982.236,0.3589,534.83,1,6,,Spectrogram 1,-68.37
M12-2484,374,20240610_230000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0374_MSD-4197_20240610_230000.WAV,RASI_E,18.440480973,18.71960178,406.265,1100.515,0.2791,694.25,1,7,,Spectrogram 1,-64.12
M12-2484,374,20240610_230000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0374_MSD-4197_20240610_230000.WAV,RASI_?,19.237968993,19.49316516,339.411,1249.651,0.2552,910.239,1,8,,Spectrogram 1,-68.03
M12-2484,374,20240610_230000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0374_MSD-4197_20240610_230000.WAV,RASI_A,20.30660294,20.609648388,478.261,1095.373,0.303,617.111,1,9,,Spectrogram 1,-69.66
M12-2484,374,20240610_230000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0374_MSD-4197_20240610_230000.WAV,RASI_E,21.056241679,21.327387606,354.839,1244.508,0.2711,889.669,1,10,,Spectrogram 1,-60.79
M12-2484,374,20240610_230000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0374_MSD-4197_20240610_230000.WAV,RASI_?,21.784835968,22.143705577,421.693,1254.793,0.3589,833.1,1,11,,Spectrogram 1,-68.83
M12-2639,729,20240616_160000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0729_MSD-2357_20240616_160000.WAV,RASI_A,5.91240568,6.304741242,231.3,1252.8,,,1,1,,Spectrogram 1,
M12-2639,729,20240616_160000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0729_MSD-2357_20240616_160000.WAV,RASI_B,28.801292537,29.193628099,289.1,1252.8,,,1,5,,Spectrogram 1,
M12-2639,729,20240616_160000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0729_MSD-2357_20240616_160000.WAV,RASI_?,11.170648922,11.608604898,366.2,1329.9,,,1,4,,Spectrogram 1,
M12-2639,729,20240616_160000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0729_MSD-2357_20240616_160000.WAV,RASI_B,7.74634633,8.6131342,346.9,1541.9,,,1,3,,Spectrogram 1,
M12-2639,729,20240616_160000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0729_MSD-2357_20240616_160000.WAV,RASI_?,7.016419703,7.19890136,289.1,1773.2,,,1,2,bark,Spectrogram 1,
M12-2619,653,20240609_000000,MSD-2053,Matlock 50837,SINE0030,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0653_MSD-2053_20240609_000000.WAV,RASI_A,29.519528932,29.894348302,303.413,946.237,0.3748,642.824,1,1,,Spectrogram 1,-62.48
M12-2477,224,20240625_210000,MSD-1751,Clyde Lake_,SINE0104,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0224_MSD-1751_20240625_210000.WAV,RASI_?,20.020965065,29.99996875,200.561,1265.078,9.979,1064.517,1,1,,Spectrogram 1,-68.44
M12-2263,141,20240623_050000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0141_MSD-4278_20240623_050000.WAV,RASI_D,1.618773519,2.246954288,180.189,2708.301,0.6282,2528.112,1,1,,Spectrogram 1,-55.79
M12-2263,141,20240623_050000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0141_MSD-4278_20240623_050000.WAV,RASI_C,3.056341047,3.624119819,229.332,1719.989,0.5678,1490.658,1,2,,Spectrogram 1,-71.38
M12-2263,141,20240623_050000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0141_MSD-4278_20240623_050000.WAV,RASI_C,3.926129804,4.373104581,163.809,1801.894,0.447,1638.085,1,3,,Spectrogram 1,-64.83
M12-2263,141,20240623_050000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0141_MSD-4278_20240623_050000.WAV,RASI_C,4.614712569,5.146250142,245.713,1763.672,0.5315,1517.959,1,4,,Spectrogram 1,-64.38
M12-2263,141,20240623_050000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0141_MSD-4278_20240623_050000.WAV,RASI_C,5.508662124,5.931476103,212.951,1741.831,0.4228,1528.88,1,5,,Spectrogram 1,-64.92
M12-2263,141,20240623_050000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0141_MSD-4278_20240623_050000.WAV,RASI_C,6.305968484,6.765023661,207.491,1665.387,0.4591,1457.896,1,6,,Spectrogram 1,-63.26
M12-2263,141,20240623_050000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0141_MSD-4278_20240623_050000.WAV,RASI_C,7.864340006,8.504601174,240.252,1457.896,0.6403,1217.643,1,7,,Spectrogram 1,-65.12
M12-2263,141,20240623_050000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0141_MSD-4278_20240623_050000.WAV,RASI_C,8.98781715,9.760962712,229.332,1790.973,0.7731,1561.641,1,8,,Spectrogram 1,-68.64
M12-2263,141,20240623_050000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0141_MSD-4278_20240623_050000.WAV,RASI_?,0.084562796,0.676502366,202.031,1386.912,0.5919,1184.882,1,9,,Spectrogram 1,-70.01
M12-2263,141,20240623_050000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0141_MSD-4278_20240623_050000.WAV,RASI_D,7.079114046,7.671053616,202.031,2582.714,0.5919,2380.684,1,10,,Spectrogram 1,-64.08
M12-2263,141,20240623_050000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0141_MSD-4278_20240623_050000.WAV,RASI_?,23.257225072,23.89748624,475.045,1425.134,0.6403,950.089,1,11,,Spectrogram 1,-74.89
M12-2263,141,20240623_050000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0141_MSD-4278_20240623_050000.WAV,RASI_?,25.141767378,25.733706948,453.204,1474.277,0.5919,1021.073,1,12,,Spectrogram 1,-72.45
M12-2380,102,20240531_000000,MSD-3421,Rock Lake 12069,SINE0142,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0102_MSD-3421_20240531_000000.WAV,u,16.208341618,17.078130374,300.316,1173.961,0.8698,873.645,1,1,,Spectrogram 1,-69.08
M12-2380,102,20240531_000000,MSD-3421,Rock Lake 12069,SINE0142,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0102_MSD-3421_20240531_000000.WAV,u,23.07784396,23.826828723,322.157,589.711,0.749,267.554,1,2,,Spectrogram 1,-71.06
M12-2574,482,20240620_110000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0482_MSD-2087_20240620_110000.WAV,RASI_?,13.381903675,13.60520032,524.545,1069.66,0.2233,545.115,1,1,,Spectrogram 1,-69.41
M12-2639,721,20240616_050000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0721_MSD-2357_20240616_050000.WAV,RASI_?,13.422594261,13.821338271,339.411,761.104,0.3987,421.693,1,1,,Spectrogram 1,-67.81
M12-2639,721,20240616_050000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0721_MSD-2357_20240616_050000.WAV,RASI_?,24.371837228,24.674882676,503.974,1409.071,0.303,905.097,1,2,,Spectrogram 1,-71.6
M12-2639,721,20240616_050000,MSD-2357,50731 Sleet,SINE0184,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0721_MSD-2357_20240616_050000.WAV,RASI_?,26.142260633,26.389481919,293.128,894.811,0.2472,601.684,1,3,,Spectrogram 1,-66.16
M12-2263,149,20240623_170000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0149_MSD-4278_20240623_170000.WAV,RASI_B,0.748984763,1.534210723,256.633,2162.272,0.7852,1905.639,1,1,,Spectrogram 1,-69.47
M12-2263,149,20240623_170000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0149_MSD-4278_20240623_170000.WAV,RASI_C,15.430490788,15.998269559,245.713,840.884,0.5678,595.171,1,2,,Spectrogram 1,-68.63
M12-2263,149,20240623_170000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0149_MSD-4278_20240623_170000.WAV,RASI_C,16.638530727,16.880138715,185.65,769.9,0.2416,584.25,1,3,,Spectrogram 1,-68.82
M12-2263,149,20240623_170000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0149_MSD-4278_20240623_170000.WAV,RASI_C,17.423756688,17.737847072,131.047,846.344,0.3141,715.297,1,4,,Spectrogram 1,-66.79
M12-2263,149,20240623_170000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0149_MSD-4278_20240623_170000.WAV,RASI_B,18.69448384,19.153539017,251.173,1419.674,0.4591,1168.501,1,5,,Spectrogram 1,-72.73
M12-2263,149,20240623_170000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0149_MSD-4278_20240623_170000.WAV,RASI_C,20.881036131,21.303850109,185.65,808.122,0.4228,622.472,1,6,,Spectrogram 1,-64.66
M12-2263,149,20240623_170000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0149_MSD-4278_20240623_170000.WAV,RASI_C,21.726664088,22.209880064,141.967,769.9,0.4832,627.933,1,7,,Spectrogram 1,-67.24
M12-2263,149,20240623_170000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0149_MSD-4278_20240623_170000.WAV,RASI_C,26.19456727,26.665702846,267.554,786.281,0.4711,518.727,1,8,,Spectrogram 1,-67.89
M12-2263,149,20240623_170000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0149_MSD-4278_20240623_170000.WAV,RASI_C,27.281803215,27.765019191,152.888,797.201,0.4832,644.314,1,9,,Spectrogram 1,-67.16
M12-2263,149,20240623_170000,MSD-4278,Rivendell_,SINE0143,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0149_MSD-4278_20240623_170000.WAV,RASI_B,29.319875755,29.778930932,595.171,1627.165,0.4591,1031.994,1,10,,Spectrogram 1,-74.02
M12-2260,234,20240603_110000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0234_MSD-1767_20240603_110000.WAV,RASI_?,0.326970088,0.972935385,308.556,2139.319,0.646,1830.764,1,1,,Spectrogram 1,-50.23
M12-2260,234,20240603_110000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0234_MSD-1767_20240603_110000.WAV,RASI_?,2.631710467,3.189952081,334.269,2113.606,0.5582,1779.338,1,2,,Spectrogram 1,-48.5
M12-2260,234,20240603_110000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0234_MSD-1767_20240603_110000.WAV,RASI_?,4.561631476,5.175697251,375.409,879.384,0.6141,503.974,1,3,,Spectrogram 1,-64.44
M12-2260,234,20240603_110000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0234_MSD-1767_20240603_110000.WAV,RASI_?,6.244331199,7.07371874,231.417,2062.181,0.8294,1830.764,1,4,,Spectrogram 1,-52.82
M12-2260,234,20240603_110000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0234_MSD-1767_20240603_110000.WAV,RASI_?,15.81471264,16.134731104,0.0,1512.727,0.32,1512.727,1,8,,Spectrogram 1,-60.63
M12-2260,234,20240603_110000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0234_MSD-1767_20240603_110000.WAV,RASI_?,23.810291309,24.355168561,203.636,1629.091,0.5449,1425.455,1,10,,Spectrogram 1,-62.04
M12-2260,234,20240603_110000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0234_MSD-1767_20240603_110000.WAV,RASI_?,24.690370127,25.223969196,87.273,1600.0,0.5336,1512.727,1,11,,Spectrogram 1,-61.26
M12-2260,234,20240603_110000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0234_MSD-1767_20240603_110000.WAV,RASI_?,25.643123587,26.167559131,145.455,1745.455,0.5244,1600.0,1,13,,Spectrogram 1,-59.23
M12-2260,234,20240603_110000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0234_MSD-1767_20240603_110000.WAV,RASI_B,26.540872135,27.018080284,290.909,1512.727,0.4772,1221.818,1,14,,Spectrogram 1,-68.7
M12-2260,234,20240603_110000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0234_MSD-1767_20240603_110000.WAV,RASI_B,27.473302811,27.949101187,87.273,1280.0,0.4758,1192.727,1,15,,Spectrogram 1,-63.76
M12-2260,234,20240603_110000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0234_MSD-1767_20240603_110000.WAV,RASI_?,29.304044246,29.638865326,0.0,1832.727,0.3348,1832.727,1,16,,Spectrogram 1,-63.55
M12-2468,385,20240624_190000,MSD-0225,Rivendell_,SINE0144,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0385_MSD-0225_20240624_190000.WAV,RASI_?,9.874230053,10.496270709,509.117,858.813,0.622,349.696,1,1,,Spectrogram 1,-72.19
M12-2380,101,20240531_080000,MSD-3421,Rock Lake 12069,SINE0142,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0101_MSD-3421_20240531_080000.WAV,RASI_A,7.025869458,7.320940026,426.835,1918.188,0.2951,1491.352,1,1,,Spectrogram 1,-69.78
M12-2380,101,20240531_080000,MSD-3421,Rock Lake 12069,SINE0142,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0101_MSD-3421_20240531_080000.WAV,RASI_?,1.140407869,1.602950921,365.124,570.828,0.4625,205.704,1,2,,Spectrogram 1,-64.98
M12-2380,101,20240531_080000,MSD-3421,Rock Lake 12069,SINE0142,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0101_MSD-3421_20240531_080000.WAV,RASI_E,11.907286461,12.912121366,385.695,1434.784,1.0048,1049.089,1,3,,Spectrogram 1,-66.8
M12-2380,101,20240531_080000,MSD-3421,Rock Lake 12069,SINE0142,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0101_MSD-3421_20240531_080000.WAV,RASI_A,29.108934325,29.364130491,380.552,1321.647,0.2552,941.095,1,4,,Spectrogram 1,-67.64
M12-2621,692,20240616_000000,MSD-1264,50731 Sleet,SINE0182,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0692_MSD-1264_20240616_000000.WAV,RASI_?,17.772538023,17.924060747,776.532,1033.662,0.1515,257.13,1,1,,Spectrogram 1,-69.38
M12-2621,692,20240616_000000,MSD-1264,50731 Sleet,SINE0182,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0692_MSD-1264_20240616_000000.WAV,RASI_A,19.503087027,19.742333433,591.398,1301.076,0.2392,709.678,1,2,,Spectrogram 1,-68.2
